1: water: V/L sat. T=5, to 370, C

                          Liquid       Vapor        Liquid       Vapor        Liquid       Vapor        Liquid       Vapor        Liquid       Vapor        
Temperature  Pressure     Density      Density      Enthalpy     Enthalpy     Entropy      Entropy      Therm. Cond. Therm. Cond. Viscosity    Viscosity    Surf. Tension
(C)          (kPa)        (kg/m^3)     (kg/m^3)     (kJ/kg)      (kJ/kg)      (kJ/kg-K)    (kJ/kg-K)    (W/m-K)      (W/m-K)      (uPa-s)      (uPa-s)      (N/m)
109,00       138,63       951,71       0,80127      457,18       2689,5       1,4078       7,2493       0,68148      0,026126     257,19       12,578       0,057159
109,50       140,99       951,33       0,81402      459,30       2690,3       1,4133       7,2437       0,68159      0,026185     255,94       12,595       0,057061
110,00       143,38       950,95       0,82693      461,42       2691,1       1,4188       7,2381       0,68169      0,026245     254,70       12,612       0,056962
110,50       145,80       950,57       0,84000      463,53       2691,8       1,4243       7,2325       0,68179      0,026304     253,47       12,629       0,056863
111,00       148,26       950,18       0,85325      465,65       2692,6       1,4298       7,2269       0,68189      0,026363     252,25       12,646       0,056765
111,50       150,75       949,80       0,86666      467,76       2693,3       1,4353       7,2213       0,68198      0,026423     251,05       12,663       0,056666
112,00       153,28       949,41       0,88024      469,88       2694,1       1,4408       7,2157       0,68207      0,026483     249,85       12,681       0,056567
112,50       155,84       949,03       0,89399      472,00       2694,8       1,4463       7,2102       0,68216      0,026543     248,66       12,698       0,056468
113,00       158,44       948,64       0,90792      474,12       2695,6       1,4518       7,2047       0,68225      0,026603     247,49       12,715       0,056368
113,50       161,07       948,25       0,92202      476,24       2696,3       1,4573       7,1992       0,68233      0,026664     246,32       12,732       0,056269
114,00       163,74       947,86       0,93630      478,35       2697,1       1,4628       7,1937       0,68241      0,026724     245,17       12,749       0,056170
114,50       166,44       947,47       0,95076      480,47       2697,8       1,4682       7,1882       0,68249      0,026785     244,02       12,767       0,056070
115,00       169,18       947,08       0,96540      482,59       2698,6       1,4737       7,1828       0,68257      0,026846     242,89       12,784       0,055970
115,50       171,96       946,69       0,98022      484,71       2699,3       1,4791       7,1773       0,68264      0,026907     241,76       12,801       0,055871
116,00       174,77       946,30       0,99522      486,83       2700,1       1,4846       7,1719       0,68271      0,026969     240,65       12,818       0,055771
116,50       177,63       945,90       1,0104       488,95       2700,8       1,4900       7,1665       0,68278      0,027030     239,54       12,836       0,055671
117,00       180,52       945,50       1,0258       491,08       2701,5       1,4954       7,1611       0,68285      0,027092     238,44       12,853       0,055571
117,50       183,44       945,11       1,0414       493,20       2702,3       1,5009       7,1557       0,68291      0,027154     237,36       12,870       0,055471
118,00       186,41       944,71       1,0571       495,32       2703,0       1,5063       7,1504       0,68297      0,027216     236,28       12,887       0,055370
118,50       189,42       944,31       1,0731       497,44       2703,7       1,5117       7,1450       0,68303      0,027278     235,21       12,904       0,055270
119,00       192,46       943,91       1,0892       499,56       2704,5       1,5171       7,1397       0,68308      0,027341     234,15       12,922       0,055169
119,50       195,55       943,51       1,1055       501,69       2705,2       1,5225       7,1344       0,68314      0,027404     233,09       12,939       0,055069
120,00       198,67       943,11       1,1221       503,81       2705,9       1,5279       7,1291       0,68319      0,027467     232,05       12,956       0,054968
120,50       201,84       942,70       1,1388       505,94       2706,7       1,5333       7,1238       0,68324      0,027530     231,02       12,973       0,054867
121,00       205,05       942,30       1,1557       508,06       2707,4       1,5387       7,1186       0,68328      0,027593     229,99       12,991       0,054766
121,50       208,30       941,89       1,1729       510,19       2708,1       1,5441       7,1133       0,68333      0,027656     228,97       13,008       0,054665
122,00       211,59       941,49       1,1902       512,31       2708,8       1,5494       7,1081       0,68337      0,027720     227,97       13,025       0,054564
122,50       214,92       941,08       1,2078       514,44       2709,5       1,5548       7,1029       0,68340      0,027784     226,97       13,042       0,054463
123,00       218,30       940,67       1,2255       516,56       2710,3       1,5602       7,0977       0,68344      0,027848     225,97       13,060       0,054362
123,50       221,72       940,26       1,2435       518,69       2711,0       1,5655       7,0925       0,68347      0,027912     224,99       13,077       0,054260
124,00       225,18       939,85       1,2617       520,82       2711,7       1,5709       7,0873       0,68351      0,027977     224,01       13,094       0,054159
124,50       228,69       939,44       1,2801       522,95       2712,4       1,5762       7,0822       0,68353      0,028041     223,04       13,111       0,054057
125,00       232,24       939,02       1,2987       525,07       2713,1       1,5816       7,0770       0,68356      0,028106     222,08       13,129       0,053955
125,50       235,83       938,61       1,3175       527,20       2713,8       1,5869       7,0719       0,68359      0,028171     221,13       13,146       0,053853
126,00       239,47       938,19       1,3365       529,33       2714,5       1,5922       7,0668       0,68361      0,028236     220,19       13,163       0,053751
126,50       243,16       937,78       1,3558       531,46       2715,2       1,5975       7,0617       0,68363      0,028302     219,25       13,180       0,053649
127,00       246,89       937,36       1,3753       533,59       2715,9       1,6029       7,0566       0,68364      0,028367     218,32       13,198       0,053547
127,50       250,67       936,94       1,3950       535,72       2716,6       1,6082       7,0516       0,68366      0,028433     217,40       13,215       0,053445
128,00       254,50       936,52       1,4149       537,85       2717,3       1,6135       7,0465       0,68367      0,028499     216,48       13,232       0,053343
128,50       258,37       936,10       1,4351       539,99       2718,0       1,6188       7,0415       0,68368      0,028565     215,58       13,249       0,053240
129,00       262,29       935,68       1,4555       542,12       2718,7       1,6241       7,0364       0,68369      0,028631     214,68       13,267       0,053138
129,50       266,26       935,26       1,4761       544,25       2719,4       1,6294       7,0314       0,68370      0,028698     213,78       13,284       0,053035
130,00       270,28       934,83       1,4970       546,38       2720,1       1,6346       7,0264       0,68370      0,028765     212,90       13,301       0,052932
130,50       274,35       934,41       1,5181       548,52       2720,8       1,6399       7,0214       0,68370      0,028832     212,02       13,319       0,052829
131,00       278,46       933,98       1,5394       550,65       2721,5       1,6452       7,0165       0,68370      0,028899     211,14       13,336       0,052726
131,50       282,63       933,56       1,5610       552,79       2722,1       1,6505       7,0115       0,68370      0,028966     210,28       13,353       0,052623
132,00       286,85       933,13       1,5828       554,92       2722,8       1,6557       7,0066       0,68369      0,029034     209,42       13,370       0,052520
132,50       291,11       932,70       1,6049       557,06       2723,5       1,6610       7,0017       0,68368      0,029101     208,57       13,388       0,052417
133,00       295,43       932,27       1,6272       559,19       2724,2       1,6662       6,9967       0,68367      0,029169     207,72       13,405       0,052313
133,50       299,80       931,84       1,6498       561,33       2724,9       1,6715       6,9918       0,68366      0,029237     206,88       13,422       0,052210
134,00       304,23       931,41       1,6726       563,47       2725,5       1,6767       6,9869       0,68364      0,029306     206,05       13,439       0,052106
134,50       308,70       930,97       1,6957       565,61       2726,2       1,6820       6,9821       0,68363      0,029374     205,22       13,457       0,052003
135,00       313,23       930,54       1,7190       567,74       2726,9       1,6872       6,9772       0,68361      0,029443     204,40       13,474       0,051899
135,50       317,81       930,10       1,7426       569,88       2727,5       1,6924       6,9724       0,68359      0,029512     203,59       13,491       0,051795
136,00       322,45       929,67       1,7664       572,02       2728,2       1,6976       6,9675       0,68356      0,029581     202,78       13,508       0,051691
136,50       327,14       929,23       1,7905       574,16       2728,9       1,7029       6,9627       0,68354      0,029650     201,98       13,526       0,051587
137,00       331,88       928,79       1,8149       576,30       2729,5       1,7081       6,9579       0,68351      0,029719     201,19       13,543       0,051483
137,50       336,69       928,35       1,8395       578,45       2730,2       1,7133       6,9531       0,68348      0,029789     200,40       13,560       0,051379
138,00       341,54       927,91       1,8644       580,59       2730,8       1,7185       6,9483       0,68345      0,029859     199,62       13,578       0,051274
138,50       346,46       927,47       1,8896       582,73       2731,5       1,7237       6,9435       0,68342      0,029929     198,84       13,595       0,051170
139,00       351,43       927,02       1,9150       584,87       2732,1       1,7289       6,9388       0,68338      0,029999     198,07       13,612       0,051065
139,50       356,45       926,58       1,9408       587,02       2732,8       1,7340       6,9340       0,68334      0,030070     197,30       13,629       0,050961
140,00       361,54       926,13       1,9667       589,16       2733,4       1,7392       6,9293       0,68330      0,030140     196,54       13,647       0,050856
140,50       366,68       925,69       1,9930       591,31       2734,1       1,7444       6,9246       0,68326      0,030211     195,79       13,664       0,050751
141,00       371,89       925,24       2,0196       593,45       2734,7       1,7496       6,9199       0,68321      0,030282     195,04       13,681       0,050646
141,50       377,15       924,79       2,0464       595,60       2735,4       1,7547       6,9152       0,68317      0,030354     194,30       13,698       0,050541
142,00       382,47       924,34       2,0735       597,74       2736,0       1,7599       6,9105       0,68312      0,030425     193,56       13,716       0,050436
142,50       387,85       923,89       2,1009       599,89       2736,6       1,7650       6,9058       0,68306      0,030497     192,83       13,733       0,050331
143,00       393,29       923,44       2,1286       602,04       2737,3       1,7702       6,9011       0,68301      0,030569     192,10       13,750       0,050225
143,50       398,80       922,99       2,1566       604,19       2737,9       1,7753       6,8965       0,68296      0,030641     191,38       13,768       0,050120
144,00       404,37       922,54       2,1849       606,34       2738,5       1,7805       6,8919       0,68290      0,030713     190,66       13,785       0,050015
144,50       409,99       922,08       2,2135       608,49       2739,2       1,7856       6,8872       0,68284      0,030785     189,95       13,802       0,049909
145,00       415,68       921,62       2,2423       610,64       2739,8       1,7907       6,8826       0,68278      0,030858     189,25       13,819       0,049803
145,50       421,44       921,17       2,2715       612,79       2740,4       1,7959       6,8780       0,68271      0,030931     188,54       13,837       0,049697
146,00       427,26       920,71       2,3010       614,94       2741,0       1,8010       6,8734       0,68265      0,031004     187,85       13,854       0,049592
146,50       433,14       920,25       2,3308       617,09       2741,7       1,8061       6,8688       0,68258      0,031077     187,16       13,871       0,049486
147,00       439,09       919,79       2,3609       619,25       2742,3       1,8112       6,8643       0,68251      0,031151     186,47       13,888       0,049380
147,50       445,10       919,33       2,3913       621,40       2742,9       1,8163       6,8597       0,68244      0,031224     185,79       13,906       0,049273
148,00       451,18       918,87       2,4220       623,56       2743,5       1,8214       6,8552       0,68236      0,031298     185,12       13,923       0,049167
148,50       457,32       918,40       2,4531       625,71       2744,1       1,8265       6,8506       0,68228      0,031372     184,45       13,940       0,049061
149,00       463,54       917,94       2,4844       627,87       2744,7       1,8316       6,8461       0,68221      0,031446     183,78       13,957       0,048954
149,50       469,82       917,47       2,5161       630,02       2745,3       1,8367       6,8416       0,68213      0,031521     183,12       13,975       0,048848
150,00       476,16       917,01       2,5481       632,18       2745,9       1,8418       6,8371       0,68204      0,031595     182,46       13,992       0,048741
150,50       482,58       916,54       2,5804       634,34       2746,5       1,8469       6,8326       0,68196      0,031670     181,81       14,009       0,048635
151,00       489,07       916,07       2,6130       636,50       2747,1       1,8520       6,8281       0,68187      0,031745     181,16       14,026       0,048528
151,50       495,62       915,60       2,6460       638,65       2747,7       1,8570       6,8236       0,68178      0,031821     180,52       14,044       0,048421
152,00       502,25       915,13       2,6793       640,81       2748,3       1,8621       6,8192       0,68169      0,031896     179,88       14,061       0,048314
152,50       508,94       914,66       2,7130       642,98       2748,9       1,8672       6,8147       0,68160      0,031972     179,25       14,078       0,048207
153,00       515,71       914,19       2,7470       645,14       2749,5       1,8722       6,8103       0,68150      0,032048     178,62       14,095       0,048100
153,50       522,55       913,71       2,7813       647,30       2750,1       1,8773       6,8058       0,68141      0,032124     177,99       14,113       0,047993
154,00       529,46       913,24       2,8160       649,46       2750,7       1,8823       6,8014       0,68131      0,032200     177,37       14,130       0,047885
154,50       536,44       912,76       2,8510       651,63       2751,2       1,8874       6,7970       0,68120      0,032276     176,75       14,147       0,047778
155,00       543,50       912,28       2,8863       653,79       2751,8       1,8924       6,7926       0,68110      0,032353     176,14       14,164       0,047670
155,50       550,63       911,80       2,9220       655,95       2752,4       1,8974       6,7882       0,68100      0,032430     175,53       14,182       0,047563
156,00       557,84       911,33       2,9581       658,12       2753,0       1,9025       6,7838       0,68089      0,032507     174,93       14,199       0,047455
156,50       565,12       910,84       2,9945       660,29       2753,5       1,9075       6,7795       0,68078      0,032584     174,33       14,216       0,047347
157,00       572,47       910,36       3,0313       662,45       2754,1       1,9125       6,7751       0,68067      0,032662     173,73       14,233       0,047240
157,50       579,91       909,88       3,0684       664,62       2754,7       1,9175       6,7707       0,68055      0,032739     173,14       14,251       0,047132
158,00       587,42       909,40       3,1059       666,79       2755,2       1,9225       6,7664       0,68044      0,032817     172,55       14,268       0,047024
158,50       595,00       908,91       3,1438       668,96       2755,8       1,9276       6,7621       0,68032      0,032895     171,97       14,285       0,046916
159,00       602,67       908,42       3,1821       671,13       2756,3       1,9326       6,7578       0,68020      0,032974     171,39       14,302       0,046807
159,50       610,41       907,94       3,2207       673,30       2756,9       1,9376       6,7534       0,68008      0,033052     170,81       14,320       0,046699
160,00       618,23       907,45       3,2596       675,47       2757,4       1,9426       6,7491       0,67996      0,033131     170,24       14,337       0,046591
160,50       626,14       906,96       3,2990       677,65       2758,0       1,9476       6,7448       0,67983      0,033210     169,67       14,354       0,046482
161,00       634,12       906,47       3,3387       679,82       2758,5       1,9525       6,7406       0,67970      0,033289     169,11       14,371       0,046374
161,50       642,18       905,98       3,3789       681,99       2759,1       1,9575       6,7363       0,67957      0,033368     168,55       14,389       0,046265
162,00       650,33       905,49       3,4194       684,17       2759,6       1,9625       6,7320       0,67944      0,033448     167,99       14,406       0,046156
162,50       658,55       904,99       3,4603       686,34       2760,2       1,9675       6,7278       0,67931      0,033527     167,43       14,423       0,046048
163,00       666,86       904,50       3,5016       688,52       2760,7       1,9725       6,7235       0,67917      0,033607     166,88       14,440       0,045939
163,50       675,25       904,00       3,5432       690,70       2761,2       1,9774       6,7193       0,67903      0,033687     166,34       14,457       0,045830
164,00       683,73       903,50       3,5853       692,88       2761,8       1,9824       6,7150       0,67889      0,033768     165,80       14,475       0,045721
164,50       692,29       903,01       3,6278       695,06       2762,3       1,9873       6,7108       0,67875      0,033848     165,26       14,492       0,045612
165,00       700,93       902,51       3,6707       697,24       2762,8       1,9923       6,7066       0,67861      0,033929     164,72       14,509       0,045503
165,50       709,66       902,01       3,7139       699,42       2763,3       1,9973       6,7024       0,67846      0,034010     164,19       14,526       0,045393
166,00       718,48       901,50       3,7576       701,60       2763,9       2,0022       6,6982       0,67831      0,034091     163,66       14,544       0,045284
166,50       727,38       901,00       3,8017       703,78       2764,4       2,0072       6,6940       0,67816      0,034173     163,14       14,561       0,045174
167,00       736,38       900,50       3,8462       705,96       2764,9       2,0121       6,6898       0,67801      0,034254     162,61       14,578       0,045065
167,50       745,45       899,99       3,8912       708,15       2765,4       2,0170       6,6857       0,67785      0,034336     162,09       14,595       0,044955
168,00       754,62       899,49       3,9365       710,33       2765,9       2,0220       6,6815       0,67770      0,034418     161,58       14,612       0,044846
168,50       763,88       898,98       3,9823       712,52       2766,4       2,0269       6,6774       0,67754      0,034500     161,07       14,630       0,044736
169,00       773,22       898,47       4,0285       714,71       2766,9       2,0318       6,6732       0,67738      0,034583     160,56       14,647       0,044626
169,50       782,66       897,96       4,0751       716,90       2767,4       2,0367       6,6691       0,67721      0,034665     160,05       14,664       0,044516
170,00       792,19       897,45       4,1222       719,08       2767,9       2,0417       6,6650       0,67705      0,034748     159,55       14,681       0,044406
170,50       801,81       896,94       4,1697       721,27       2768,4       2,0466       6,6608       0,67688      0,034831     159,05       14,699       0,044296
171,00       811,52       896,43       4,2176       723,46       2768,9       2,0515       6,6567       0,67671      0,034914     158,56       14,716       0,044186
171,50       821,32       895,91       4,2660       725,66       2769,4       2,0564       6,6526       0,67654      0,034998     158,06       14,733       0,044076
172,00       831,22       895,40       4,3148       727,85       2769,9       2,0613       6,6485       0,67637      0,035081     157,57       14,750       0,043965
172,50       841,21       894,88       4,3641       730,04       2770,3       2,0662       6,6444       0,67620      0,035165     157,09       14,767       0,043855
173,00       851,30       894,36       4,4138       732,23       2770,8       2,0711       6,6404       0,67602      0,035249     156,60       14,785       0,043745
173,50       861,48       893,85       4,4640       734,43       2771,3       2,0760       6,6363       0,67584      0,035334     156,12       14,802       0,043634
174,00       871,76       893,33       4,5146       736,63       2771,8       2,0809       6,6322       0,67566      0,035418     155,65       14,819       0,043523
174,50       882,13       892,80       4,5657       738,82       2772,2       2,0857       6,6282       0,67547      0,035503     155,17       14,836       0,043413
175,00       892,60       892,28       4,6172       741,02       2772,7       2,0906       6,6241       0,67529      0,035588     154,70       14,853       0,043302
175,50       903,17       891,76       4,6692       743,22       2773,2       2,0955       6,6201       0,67510      0,035673     154,23       14,871       0,043191
176,00       913,84       891,24       4,7217       745,42       2773,6       2,1004       6,6161       0,67491      0,035758     153,76       14,888       0,043080
176,50       924,61       890,71       4,7747       747,62       2774,1       2,1053       6,6120       0,67472      0,035844     153,30       14,905       0,042969
177,00       935,47       890,18       4,8281       749,82       2774,5       2,1101       6,6080       0,67453      0,035930     152,84       14,922       0,042858
177,50       946,44       889,66       4,8820       752,03       2775,0       2,1150       6,6040       0,67433      0,036016     152,38       14,939       0,042747
178,00       957,51       889,13       4,9364       754,23       2775,4       2,1198       6,6000       0,67413      0,036102     151,93       14,957       0,042636
178,50       968,68       888,60       4,9913       756,43       2775,9       2,1247       6,5960       0,67393      0,036188     151,48       14,974       0,042525
179,00       979,95       888,07       5,0466       758,64       2776,3       2,1296       6,5920       0,67373      0,036275     151,03       14,991       0,042413
179,50       991,33       887,53       5,1025       760,85       2776,8       2,1344       6,5880       0,67353      0,036362     150,58       15,008       0,042302
180,00       1002,8       887,00       5,1588       763,05       2777,2       2,1392       6,5840       0,67332      0,036449     150,14       15,025       0,042190
180,50       1014,4       886,46       5,2157       765,26       2777,6       2,1441       6,5801       0,67311      0,036536     149,69       15,043       0,042079
181,00       1026,1       885,93       5,2730       767,47       2778,1       2,1489       6,5761       0,67290      0,036623     149,26       15,060       0,041967
181,50       1037,9       885,39       5,3309       769,68       2778,5       2,1538       6,5722       0,67269      0,036711     148,82       15,077       0,041855
182,00       1049,8       884,85       5,3893       771,90       2778,9       2,1586       6,5682       0,67248      0,036799     148,39       15,094       0,041743
182,50       1061,8       884,31       5,4482       774,11       2779,4       2,1634       6,5643       0,67226      0,036887     147,95       15,112       0,041632
183,00       1073,9       883,77       5,5076       776,32       2779,8       2,1683       6,5603       0,67204      0,036976     147,53       15,129       0,041520
183,50       1086,1       883,23       5,5675       778,54       2780,2       2,1731       6,5564       0,67182      0,037064     147,10       15,146       0,041408
184,00       1098,5       882,69       5,6279       780,75       2780,6       2,1779       6,5525       0,67160      0,037153     146,68       15,163       0,041296
184,50       1110,9       882,14       5,6889       782,97       2781,0       2,1827       6,5486       0,67137      0,037242     146,26       15,180       0,041183
185,00       1123,5       881,60       5,7504       785,19       2781,4       2,1875       6,5447       0,67114      0,037331     145,84       15,198       0,041071
185,50       1136,1       881,05       5,8124       787,41       2781,8       2,1923       6,5408       0,67091      0,037421     145,42       15,215       0,040959
186,00       1148,9       880,50       5,8750       789,63       2782,2       2,1971       6,5369       0,67068      0,037510     145,01       15,232       0,040847
186,50       1161,8       879,95       5,9381       791,85       2782,6       2,2019       6,5330       0,67045      0,037600     144,60       15,249       0,040734
187,00       1174,8       879,40       6,0018       794,07       2783,0       2,2067       6,5291       0,67021      0,037690     144,19       15,266       0,040622
187,50       1187,9       878,85       6,0660       796,30       2783,4       2,2115       6,5252       0,66998      0,037781     143,78       15,284       0,040509
188,00       1201,1       878,30       6,1308       798,52       2783,8       2,2163       6,5213       0,66974      0,037871     143,38       15,301       0,040397
188,50       1214,5       877,75       6,1961       800,75       2784,2       2,2211       6,5175       0,66949      0,037962     142,97       15,318       0,040284
189,00       1228,0       877,19       6,2620       802,97       2784,5       2,2259       6,5136       0,66925      0,038053     142,57       15,335       0,040171
189,50       1241,5       876,63       6,3284       805,20       2784,9       2,2307       6,5098       0,66900      0,038144     142,18       15,353       0,040058
190,00       1255,2       876,08       6,3954       807,43       2785,3       2,2355       6,5059       0,66875      0,038236     141,78       15,370       0,039945
190,50       1269,1       875,52       6,4630       809,66       2785,7       2,2403       6,5021       0,66850      0,038327     141,39       15,387       0,039832
191,00       1283,0       874,96       6,5312       811,89       2786,0       2,2450       6,4982       0,66825      0,038419     141,00       15,404       0,039719
191,50       1297,0       874,40       6,5999       814,13       2786,4       2,2498       6,4944       0,66799      0,038511     140,61       15,421       0,039606
192,00       1311,2       873,83       6,6692       816,36       2786,7       2,2546       6,4906       0,66774      0,038604     140,22       15,439       0,039493
192,50       1325,5       873,27       6,7391       818,60       2787,1       2,2594       6,4868       0,66748      0,038696     139,84       15,456       0,039380
193,00       1339,9       872,70       6,8096       820,83       2787,4       2,2641       6,4830       0,66721      0,038789     139,46       15,473       0,039267
193,50       1354,5       872,14       6,8807       823,07       2787,8       2,2689       6,4792       0,66695      0,038882     139,08       15,490       0,039153
194,00       1369,1       871,57       6,9524       825,31       2788,1       2,2736       6,4754       0,66668      0,038975     138,70       15,508       0,039040
194,50       1383,9       871,00       7,0247       827,55       2788,5       2,2784       6,4716       0,66642      0,039069     138,32       15,525       0,038927
195,00       1398,8       870,43       7,0976       829,79       2788,8       2,2832       6,4678       0,66614      0,039163     137,95       15,542       0,038813
195,50       1413,9       869,86       7,1711       832,03       2789,2       2,2879       6,4640       0,66587      0,039257     137,58       15,559       0,038699
196,00       1429,0       869,29       7,2453       834,28       2789,5       2,2926       6,4602       0,66560      0,039351     137,21       15,577       0,038586
196,50       1444,3       868,71       7,3200       836,52       2789,8       2,2974       6,4564       0,66532      0,039445     136,84       15,594       0,038472
197,00       1459,7       868,14       7,3954       838,77       2790,1       2,3021       6,4527       0,66504      0,039540     136,47       15,611       0,038358
197,50       1475,3       867,56       7,4714       841,02       2790,5       2,3069       6,4489       0,66476      0,039635     136,11       15,628       0,038245
198,00       1490,9       866,98       7,5480       843,26       2790,8       2,3116       6,4451       0,66447      0,039730     135,75       15,646       0,038131
198,50       1506,7       866,40       7,6253       845,51       2791,1       2,3163       6,4414       0,66419      0,039825     135,39       15,663       0,038017
199,00       1522,7       865,82       7,7032       847,76       2791,4       2,3211       6,4376       0,66390      0,039921     135,03       15,680       0,037903
199,50       1538,7       865,24       7,7818       850,02       2791,7       2,3258       6,4339       0,66361      0,040017     134,67       15,698       0,037789
200,00       1554,9       864,66       7,8610       852,27       2792,0       2,3305       6,4302       0,66331      0,040113     134,32       15,715       0,037675
200,50       1571,3       864,07       7,9409       854,53       2792,3       2,3353       6,4264       0,66302      0,040209     133,97       15,732       0,037560
201,00       1587,7       863,49       8,0214       856,78       2792,6       2,3400       6,4227       0,66272      0,040306     133,61       15,749       0,037446
201,50       1604,3       862,90       8,1026       859,04       2792,9       2,3447       6,4190       0,66242      0,040403     133,27       15,767       0,037332
202,00       1621,0       862,31       8,1844       861,30       2793,2       2,3494       6,4152       0,66212      0,040500     132,92       15,784       0,037217
202,50       1637,9       861,72       8,2669       863,56       2793,5       2,3541       6,4115       0,66181      0,040597     132,57       15,801       0,037103
203,00       1654,9       861,13       8,3501       865,82       2793,7       2,3588       6,4078       0,66151      0,040695     132,23       15,819       0,036989
203,50       1672,0       860,54       8,4340       868,08       2794,0       2,3635       6,4041       0,66120      0,040793     131,89       15,836       0,036874
204,00       1689,3       859,95       8,5186       870,35       2794,3       2,3683       6,4004       0,66089      0,040891     131,55       15,853       0,036760
204,50       1706,7       859,35       8,6038       872,62       2794,6       2,3730       6,3967       0,66057      0,040989     131,21       15,870       0,036645
205,00       1724,3       858,76       8,6898       874,88       2794,8       2,3777       6,3930       0,66026      0,041088     130,87       15,888       0,036530
205,50       1742,0       858,16       8,7764       877,15       2795,1       2,3824       6,3893       0,65994      0,041187     130,54       15,905       0,036415
206,00       1759,8       857,56       8,8638       879,42       2795,3       2,3871       6,3856       0,65962      0,041286     130,21       15,922       0,036301
206,50       1777,8       856,96       8,9518       881,69       2795,6       2,3917       6,3820       0,65929      0,041385     129,88       15,940       0,036186
207,00       1795,9       856,36       9,0406       883,96       2795,9       2,3964       6,3783       0,65897      0,041485     129,55       15,957       0,036071
207,50       1814,2       855,75       9,1301       886,24       2796,1       2,4011       6,3746       0,65864      0,041584     129,22       15,975       0,035956
208,00       1832,6       855,15       9,2203       888,51       2796,3       2,4058       6,3710       0,65831      0,041685     128,89       15,992       0,035841
208,50       1851,1       854,54       9,3112       890,79       2796,6       2,4105       6,3673       0,65798      0,041785     128,57       16,009       0,035726
209,00       1869,8       853,94       9,4029       893,07       2796,8       2,4152       6,3636       0,65764      0,041886     128,24       16,027       0,035611
209,50       1888,7       853,33       9,4953       895,35       2797,0       2,4199       6,3600       0,65731      0,041987     127,92       16,044       0,035496
210,00       1907,7       852,72       9,5885       897,63       2797,3       2,4245       6,3563       0,65697      0,042088     127,60       16,061       0,035381
210,50       1926,8       852,11       9,6824       899,91       2797,5       2,4292       6,3527       0,65662      0,042189     127,28       16,079       0,035265
211,00       1946,1       851,49       9,7770       902,20       2797,7       2,4339       6,3490       0,65628      0,042291     126,97       16,096       0,035150
211,50       1965,5       850,88       9,8724       904,48       2797,9       2,4386       6,3454       0,65593      0,042393     126,65       16,114       0,035035
212,00       1985,1       850,26       9,9686       906,77       2798,1       2,4432       6,3417       0,65558      0,042495     126,34       16,131       0,034919
212,50       2004,9       849,65       10,066       909,06       2798,3       2,4479       6,3381       0,65523      0,042598     126,03       16,148       0,034804
213,00       2024,7       849,03       10,163       911,35       2798,5       2,4526       6,3345       0,65488      0,042700     125,72       16,166       0,034688
213,50       2044,8       848,41       10,262       913,64       2798,7       2,4572       6,3309       0,65452      0,042804     125,41       16,183       0,034573
214,00       2065,0       847,79       10,361       915,94       2798,9       2,4619       6,3272       0,65416      0,042907     125,10       16,201       0,034457
214,50       2085,3       847,16       10,461       918,23       2799,1       2,4665       6,3236       0,65380      0,043011     124,79       16,218       0,034342
215,00       2105,8       846,54       10,562       920,53       2799,3       2,4712       6,3200       0,65343      0,043114     124,49       16,236       0,034226
215,50       2126,5       845,92       10,664       922,83       2799,5       2,4759       6,3164       0,65307      0,043219     124,18       16,253       0,034110
216,00       2147,3       845,29       10,766       925,12       2799,7       2,4805       6,3128       0,65270      0,043323     123,88       16,271       0,033994
216,50       2168,3       844,66       10,869       927,43       2799,8       2,4852       6,3092       0,65233      0,043428     123,58       16,288       0,033879
217,00       2189,4       844,03       10,973       929,73       2800,0       2,4898       6,3056       0,65195      0,043533     123,28       16,306       0,033763
217,50       2210,7       843,40       11,078       932,03       2800,2       2,4945       6,3020       0,65157      0,043638     122,98       16,323       0,033647
218,00       2232,2       842,77       11,184       934,34       2800,3       2,4991       6,2984       0,65119      0,043744     122,69       16,341       0,033531
218,50       2253,8       842,13       11,291       936,65       2800,5       2,5038       6,2948       0,65081      0,043850     122,39       16,358       0,033415
219,00       2275,6       841,50       11,398       938,96       2800,7       2,5084       6,2912       0,65043      0,043956     122,10       16,376       0,033299
219,50       2297,5       840,86       11,506       941,27       2800,8       2,5130       6,2876       0,65004      0,044063     121,81       16,393       0,033183
220,00       2319,6       840,22       11,615       943,58       2800,9       2,5177       6,2840       0,64965      0,044170     121,52       16,411       0,033067
220,50       2341,8       839,58       11,725       945,89       2801,1       2,5223       6,2804       0,64926      0,044277     121,23       16,428       0,032950
221,00       2364,3       838,94       11,836       948,21       2801,2       2,5269       6,2768       0,64886      0,044384     120,94       16,446       0,032834
221,50       2386,9       838,29       11,948       950,53       2801,4       2,5316       6,2733       0,64847      0,044492     120,65       16,464       0,032718
222,00       2409,6       837,65       12,060       952,85       2801,5       2,5362       6,2697       0,64807      0,044600     120,37       16,481       0,032602
222,50       2432,6       837,00       12,174       955,17       2801,6       2,5408       6,2661       0,64766      0,044709     120,08       16,499       0,032485
223,00       2455,6       836,35       12,288       957,49       2801,7       2,5455       6,2625       0,64726      0,044818     119,80       16,516       0,032369
223,50       2478,9       835,70       12,403       959,81       2801,8       2,5501       6,2590       0,64685      0,044927     119,52       16,534       0,032253
224,00       2502,3       835,05       12,520       962,14       2801,9       2,5547       6,2554       0,64644      0,045036     119,24       16,552       0,032136
